"","X.1","X","sex","age","desexed","purebred","gaze_follow","training_score","aggression_score","fear_score","separation_score","excitability_score","attachment_score","miscellaneous_score","ostensive","ostensive_binary","nonostensive","nonostensive_binary","os_best"
"25",25,25,1,-0.169645701189662,1,1,4,-0.545893255567704,-0.337789784849001,0.702441244841285,0.656696468765421,1.25862140784858,0.486845547378142,1.0314713477612,0.5,0,0.5,0,0
"26",26,26,2,-0.96057665243153,2,1,3,0.713133595222361,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.375,0,0.75,1,1
"27",27,27,1,-1.09239847763851,1,1,3,0.713133595222361,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.375,0,0.5,0,1
"28",28,28,1,-0.762843914621063,1,1,1,0.132044279473106,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.375,0,0.375,0,0
"29",29,29,2,0.390597055939994,2,1,4,-0.206924488047299,-1.20235848910932,-0.190118828927585,-0.312636890616351,-0.0110717241106864,2.69432402179323e-15,6.08622734074675,0.25,0,0.5,0,1
"30",30,30,1,-0.96057665243153,1,1,3,0.713133595222361,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.75,1,0.375,0,0
"31",31,31,2,-0.532155720508852,1,1,4,-1.22383079060852,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.375,0,0.5,0,1
"32",32,32,1,-0.96057665243153,1,1,3,0.325740718056191,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.375,0,0.625,1,1
"33",33,33,1,0.093997949224294,2,1,3,1.82688811707513,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.5,0,0.5,0,0
"34",34,34,2,-0.532155720508852,1,1,3,-1.22383079060852,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.521274190562416,0,0.504054415609776,0,0
"35",35,35,1,-0.565111176810596,1,1,1,-2.24073709316973,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.521274190562416,0,0,0,0
"36",36,36,1,0.324686143336506,1,1,3,0.471013046993512,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.5,0,0.5,0,0
"37",37,37,1,0.621285250052206,1,2,3,-0.836437913442345,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.5,0,0.5,0,0
"38",38,38,1,-0.762843914621063,1,2,2,-0.206924488047299,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.375,0,0.25,0,0
"39",39,39,2,-0.400333895301874,2,1,4,-0.206924488047299,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.521274190562416,0,0.504054415609776,0,0
"40",40,40,1,1.11561709457837,1,1,4,0.809981814513917,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.521274190562416,0,0.504054415609776,0,0
"41",41,41,1,-0.00486841968093949,1,2,4,-1.22383079060852,2.25591632793197,0.0377688494814901,0.172029789074535,0.242866902281174,-0.271539243907068,-0.47420065014939,0.25,0,0,0,0
"42",42,42,1,0.093997949224294,1,2,3,-0.88486202308811,2.50293595772061,-1.02570698309419,-0.797303570307237,0.750744155064878,0.486845547378142,1.13901934761197,0.375,0,0.625,1,1
"43",43,43,2,-1.09239847763851,1,1,3,0.132044279473106,-0.910426199359082,-1.15864146216614,-0.312636890616351,1.00468278145674,-0.271539243907068,-0.168102496728007,0.5,0,0.5,0,0
"44",44,44,2,-0.400333895301874,1,2,3,0.809981814513917,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.375,0,0.5,0,1
"45",45,45,2,0.753107075259184,1,1,4,-0.88486202308811,-1.20235848910932,0.170703328553448,-0.797303570307237,-2.04258073524552,-1.53551389604908,-1.76477664835847,0.5,0,0.375,0,0
"46",46,46,2,-0.894665739828041,2,1,5,-0.206924488047299,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0,0,0.504054415609776,0,0
"47",47,47,2,-0.894665739828041,2,1,4,-0.545893255567704,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.521274190562416,0,0.571428571428571,1,0
"48",48,48,1,-1.02648756503502,1,1,3,-0.545893255567704,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.375,0,0.333333333333333,0,0
"49",49,49,1,0.126953405526038,1,2,4,-1.56279955812892,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.521274190562416,0,0.504054415609776,0,0
"50",50,50,1,-0.795799370922808,1,2,5,1.14895058203432,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.521274190562416,0,0.504054415609776,0,0
"51",51,51,2,-0.729888458319319,1,1,5,0.132044279473106,1.41421981161504,0.569506765769327,0.414363128919978,0.750744155064878,-0.77712910476387,-1.17326264917931,0.5,0,0.125,0,0
"52",52,52,2,1.47812711389756,1,1,3,-0.206924488047299,-0.964487734498015,-0.228100108662428,0.899029808610863,-0.518948976894391,0.486845547378142,-1.1151867292599,0.5,0,0.5,0,0
